Architecture,6-LUTs,FPGA Size,Device Utilization,IO Utilization,CLB Utilization,Number of Nets,CLBs,Total Wirelength,Total Logic Block Area,Total Used Logic Block Area,Total Routing Area,Per Logic Tile,Critical Path,Maximum Routing Channel Utilization,Maximum Routing Channel Coordinate
vib_new_299,12276,50x50,0.75,N/A,N/A,N/A,N/A,274038,1.47946,1.0756,3.09874e+07,3.09874,9.56977,0.66,"31,21"
vib_new_202,12276,50x50,0.75,N/A,N/A,N/A,N/A,272375,1.47946,1.0756,3.17751e+07,3.17751,9.8403,0.54,"24,18"
vib_new_363,12276,50x50,0.75,N/A,N/A,N/A,N/A,296579,1.47946,1.0756,2.38372e+07,2.38372,10.1326,0.73,"30,25"
vib_new_1008,12276,50x50,0.75,N/A,N/A,N/A,N/A,259892,1.47946,1.0756,2.63782e+07,2.63782,12.2726,0.74,"36,17"
vib_new_287,12276,50x50,0.75,N/A,N/A,N/A,N/A,331894,1.47946,1.0756,2.39807e+07,2.39807,9.34804,0.74,"29,14"
vib_new_906,12276,50x50,0.75,N/A,N/A,N/A,N/A,281046,1.47946,1.0756,3.27511e+07,3.27511,11.106,0.65,"31,18"
vib_new_805,12276,50x50,0.75,N/A,N/A,N/A,N/A,259328,1.47946,1.0756,2.48585e+07,2.48585,9.90591,0.77,"30,22"
vib_new_316,12276,50x50,0.75,N/A,N/A,N/A,N/A,272999,1.47946,1.0756,2.76850e+07,2.76850,9.99018,0.74,"30,22"
vib_new_1464,12276,50x50,0.75,N/A,N/A,N/A,N/A,283009,1.47946,1.0756,3.20241e+07,3.20241,10.2524,0.48,"30,17"
vib_new_1043,12276,50x50,0.75,N/A,N/A,N/A,N/A,328863,1.47946,1.0756,2.51590e+07,2.51590,10.4902,0.78,"25,21"
vib_new_1411,12276,50x50,0.75,N/A,N/A,N/A,N/A,343437,1.47946,1.0756,2.43977e+07,2.43977,10.0957,0.83,"31,18"
vib_new_1057,12276,50x50,0.75,N/A,N/A,N/A,N/A,263902,1.47946,1.0756,3.05479e+07,3.05479,9.5678,0.69,"23,16"
vib_new_1056,12276,50x50,0.75,N/A,N/A,N/A,N/A,267028,1.47946,1.0756,2.57625e+07,2.57625,10.0744,0.81,"28,22"
vib_new_972,12276,50x50,0.75,N/A,N/A,N/A,N/A,244091,1.47946,1.0756,3.35382e+07,3.35382,9.3343,0.61,"31,23"
vib_new_1408,12276,50x50,0.75,N/A,N/A,N/A,N/A,255931,1.47946,1.0756,3.47067e+07,3.47067,10.8723,0.67,"38,16"
vib_new_1007,12276,50x50,0.75,N/A,N/A,N/A,N/A,326916,1.47946,1.0756,2.64007e+07,2.64007,12.1136,0.69,"36,27"
vib_new_543,12276,50x50,0.75,N/A,N/A,N/A,N/A,228863,1.47946,1.0756,2.78932e+07,2.78932,9.11174,0.72,"28,21"
vib_new_444,12276,50x50,0.75,N/A,N/A,N/A,N/A,259189,1.47946,1.0756,3.05176e+07,3.05176,10.2791,0.55,"26,31"
vib_new_792,12276,50x50,0.75,N/A,N/A,N/A,N/A,232815,1.47946,1.0756,2.82692e+07,2.82692,10.8376,0.77,"31,32"
vib_new_1006,12276,50x50,0.75,N/A,N/A,N/A,N/A,193681,1.47946,1.0756,3.25948e+07,3.25948,10.6464,0.58,"37,14"
vib_new_836,12276,50x50,0.75,N/A,N/A,N/A,N/A,269899,1.47946,1.0756,2.42249e+07,2.42249,11.031,0.8,"30,20"
vib_new_1290,12276,50x50,0.75,N/A,N/A,N/A,N/A,248720,1.47946,1.0756,2.82514e+07,2.82514,9.62054,0.69,"22,12"
vib_new_813,12276,50x50,0.75,N/A,N/A,N/A,N/A,315912,1.47946,1.0756,2.49200e+07,2.49200,11.1845,0.7,"32,30"
vib_new_23,12276,50x50,0.75,N/A,N/A,N/A,N/A,284181,1.47946,1.0756,3.01291e+07,3.01291,10.004,0.52,"28,25"
vib_new_434,12276,50x50,0.75,N/A,N/A,N/A,N/A,277742,1.47946,1.0756,2.88816e+07,2.88816,10.1195,0.66,"30,15"
vib_new_308,12276,50x50,0.75,N/A,N/A,N/A,N/A,250481,1.47946,1.0756,2.47318e+07,2.47318,9.49524,0.68,"31,15"
vib_new_1295,12276,50x50,0.75,N/A,N/A,N/A,N/A,254938,1.47946,1.0756,3.28472e+07,3.28472,8.80028,0.52,"24,17"
vib_new_251,12276,50x50,0.75,N/A,N/A,N/A,N/A,222316,1.47946,1.0756,3.53909e+07,3.53909,9.9625,0.6,"28,25"
vib_new_1294,12276,50x50,0.75,N/A,N/A,N/A,N/A,259174,1.47946,1.0756,2.73849e+07,2.73849,10.0435,0.7,"28,23"
vib_new_46,12276,50x50,0.75,N/A,N/A,N/A,N/A,241850,1.47946,1.0756,3.24713e+07,3.24713,10.0531,0.59,"31,30"
vib_new_632,12276,50x50,0.75,N/A,N/A,N/A,N/A,302082,1.47946,1.0756,3.49551e+07,3.49551,10.9086,0.75,"23,15"
vib_new_279,12276,50x50,0.75,N/A,N/A,N/A,N/A,223303,1.47946,1.0756,2.80160e+07,2.80160,9.7682,0.71,"37,14"
vib_new_644,12276,50x50,0.75,N/A,N/A,N/A,N/A,293954,1.47946,1.0756,3.30453e+07,3.30453,9.95925,0.52,"33,19"
vib_new_510,12276,50x50,0.75,N/A,N/A,N/A,N/A,330399,1.47946,1.0756,2.45632e+07,2.45632,9.87978,0.65,"23,18"
vib_new_1379,12276,50x50,0.75,N/A,N/A,N/A,N/A,310014,1.47946,1.0756,2.56051e+07,2.56051,10.2886,0.66,"31,32"
vib_new_1138,12276,50x50,0.75,N/A,N/A,N/A,N/A,241345,1.47946,1.0756,2.44605e+07,2.44605,10.0663,0.79,"27,18"
vib_new_930,12276,50x50,0.75,N/A,N/A,N/A,N/A,265987,1.47946,1.0756,2.67009e+07,2.67009,9.4344,0.64,"26,34"
vib_new_1137,12276,50x50,0.75,N/A,N/A,N/A,N/A,271338,1.47946,1.0756,2.32613e+07,2.32613,9.74758,0.77,"31,25"
vib_new_306,12276,50x50,0.75,N/A,N/A,N/A,N/A,273895,1.47946,1.0756,2.80872e+07,2.80872,9.94745,0.79,"28,23"
vib_new_482,12276,50x50,0.75,N/A,N/A,N/A,N/A,306878,1.47946,1.0756,2.52706e+07,2.52706,10.3404,0.73,"33,16"
vib_new_90,12276,50x50,0.75,N/A,N/A,N/A,N/A,281914,1.47946,1.0756,2.92523e+07,2.92523,9.75979,0.64,"36,30"
vib_new_1054,12276,50x50,0.75,N/A,N/A,N/A,N/A,222326,1.47946,1.0756,2.96785e+07,2.96785,10.2658,0.76,"27,18"
vib_new_1300,12276,50x50,0.75,N/A,N/A,N/A,N/A,237494,1.47946,1.0756,3.27295e+07,3.27295,9.58831,0.49,"34,35"
vib_new_205,12276,50x50,0.75,N/A,N/A,N/A,N/A,251574,1.47946,1.0756,2.81899e+07,2.81899,11.5175,0.67,"27,34"
vib_new_909,12276,50x50,0.75,N/A,N/A,N/A,N/A,290053,1.47946,1.0756,2.80818e+07,2.80818,9.65973,0.75,"27,26"
vib_new_219,12276,50x50,0.75,N/A,N/A,N/A,N/A,294708,1.47946,1.0756,2.89244e+07,2.89244,11.05,0.78,"31,20"
vib_new_1143,12276,50x50,0.75,N/A,N/A,N/A,N/A,278013,1.47946,1.0756,2.54965e+07,2.54965,11.4928,0.77,"30,26"
vib_new_110,12276,50x50,0.75,N/A,N/A,N/A,N/A,235353,1.47946,1.0756,2.92011e+07,2.92011,10.1411,0.64,"31,23"
vib_new_520,12276,50x50,0.75,N/A,N/A,N/A,N/A,278790,1.47946,1.0756,2.96779e+07,2.96779,10.5239,0.68,"28,26"
vib_new_401,12276,50x50,0.75,N/A,N/A,N/A,N/A,257117,1.47946,1.0756,3.00287e+07,3.00287,9.9734,0.67,"28,22"
vib_new_104,12276,50x50,0.75,N/A,N/A,N/A,N/A,357401,1.47946,1.0756,2.30360e+07,2.30360,10.0477,0.77,"27,37"
vib_new_134,12276,50x50,0.75,N/A,N/A,N/A,N/A,268422,1.47946,1.0756,2.68825e+07,2.68825,9.3027,0.61,"27,23"
vib_new_1058,12276,50x50,0.75,N/A,N/A,N/A,N/A,265118,1.47946,1.0756,2.64294e+07,2.64294,10.029,0.71,"31,19"
vib_new_760,12276,50x50,0.75,N/A,N/A,N/A,N/A,415932,1.47946,1.0756,2.69624e+07,2.69624,10.8822,0.87,"36,26"
vib_new_1218,12276,50x50,0.75,N/A,N/A,N/A,N/A,256987,1.47946,1.0756,3.26984e+07,3.26984,10.0505,0.72,"31,19"
vib_new_1440,12276,50x50,0.75,N/A,N/A,N/A,N/A,406746,1.47946,1.0756,2.36380e+07,2.36380,12.6013,0.84,"26,48"
vib_new_1467,12276,50x50,0.75,N/A,N/A,N/A,N/A,219377,1.47946,1.0756,2.81622e+07,2.81622,10.5335,0.6,"37,12"
vib_new_209,12276,50x50,0.75,N/A,N/A,N/A,N/A,262653,1.47946,1.0756,3.03548e+07,3.03548,9.66702,0.52,"38,34"
vib_new_426,12276,50x50,0.75,N/A,N/A,N/A,N/A,295513,1.47946,1.0756,2.79351e+07,2.79351,10.6091,0.68,"31,27"
vib_new_201,12276,50x50,0.75,N/A,N/A,N/A,N/A,332349,1.47946,1.0756,3.23279e+07,3.23279,10.3281,0.72,"31,22"
